pointer_offsets;pointer_value;separators;extract
0xD6A6E8;0x009C561C;00 00;@42†EB09 DRAGON GOD OF世†@40†Dance……闘 fighters†For｡†@41†Home                                          
0xD44AD0;0x009C56E8;00 00;@42†TD09 IMPERIAL KILLER†@40†Contact Us! A little gin†Close｡†@41†Home        
0xD62F78;0x009C5784;00 00 00 00;@42†MBT01 NEON MESIA†@40†Battle Line  ､Preparing Attacks｡†@41†Home                      
0xD598C0;0x009C5838;00 00 00 00;@42†ＢＴ１３絶禍繚乱†@40†Water､Blessing People Understanding Water｡†@41†Home                          
0xD568D0;0x009C58F8;00 00;@42†ＢＴ１１封竜解放†@40† ､A n the ancient  ｡†@41†Home                                             
0xD6BEE0;0x009C59B0;00 00 00 00;@42†EB11EVENING DARK SOUL SONG†@40†そう……All mirrors､ ｡†@41†Home                  
0xD5BB7C;0x009C5A54;00 00;@42†ＢＴ１５無限転生†@40†Roulette♪ What's going on†Enjoy♪†@41†Home                                 
0xD6E40C;0x009C5B0C;00 00 00 00;@42†Ｇ-CB01 KAHIME'S SCHOOL†@40††@41†Close       
0xD69438;0x009C5B70;00 00;@42†EB06†@40†Home､Close､Practice†Home～!†@41†Close                              
0xD69334;0x009C5C10;00 00 00 00;@42†EB06†@40†大丈夫､大丈夫! Cancer～!†@41†Close                                            
0xD6AED4;0x009C5CBC;00 00;@42†EB10 SONGS†@40†When you are full of energy､Bouquet and singing†Contact Us!†@41†Close                       
0xD6B0DC;0x009C5D9C;00 00 00 00;@42†EB10 SONGS†@40†Audience and Stage……Everyone's heartbeat†Close!†@41†Close                        
0xD6BCD8;0x009C5E68;00 00 00 00;@42†EB10 SONGS†@40†Red Roses……､情熱､美､Home†Love｡†@41†Close                                                      
0xD6DAB4;0x009C5F48;00 00 00 00;@42†Ｇ-CB01 KAHIME'S SCHOOL†@40†Library is a nice castle｡Happy book maze｡†@41†Close                                  
0xD6BD0C;0x009C6034;00 00;@42†EB10 SONGS†@40†White Lily Flower Word……純潔､無垢､Home†Innocent｡†@41†Close                                          
0xD7354C;0x009C611C;00 00;@42†ＰＲ†@40†Home､Deep sea bottom｡Home､She†Or Invisible｡†@41†Close                         
0xD6B0A8;0x009C61D0;00 00 00 00;@42†EB10 SONGS†@40† 高､Last minute to stage†Happy｡†@41†Close                                                                       
0xD6AEA0;0x009C62D8;00 00;@42†EB10 SONGS†@40†When you get tired､Rose Wind†Getting into the Lu｡†@41†Close                                   
0xD69368;0x009C63BC;00 00 00 00;@42†EB06†@40†Home､ginger｡Home†From Death｡†@41†Close                 
0xD6717C;0x009C6448;00 00 00 00;@42†EB02 FEAST OF KAHIME†@40†The depth of her voice､The world's best sea grove†Available｡†@41†Close                       
0xD504F0;0x009C6540;00 00 00 00;画鋲戦士 Home               
0xD54B28;0x009C6574;00 00 00 00;@42†ＢＴ１０騎士王凱旋†@40†に､Show the path to hope†Home｡†@41†北熊                                                
0xD55070;0x009C6644;00 00 00 00;@42†ＢＴ１０騎士王凱旋†@40†The strength of Dragon Knight､minate all lost†God｡†@41†北熊                                       
0xD5BE98;0x009C672C;00 00 00 00;      
0xD6426C;0x009C673C;00 00;Close
0xD4CE18,0xDA037C,0xDA041C,0xDA05A4;0x009C6748;00 00;Close
0xD4CE4C,0xDA0384,0xDA0424,0xDA05AC;0x009C6754;00 00;Home 
0xD4317C,0xD485C8,0xD48F54,0xDA00B4,0xDA00E4,0xDA013C;0x009C6760;00 00;Home 
0xD652AC;0x009C676C;00 00;Close
0xD6EA68;0x009C6778;00 00;Close
0xD48698,0xD496D8,0xDA00DC;0x009C6784;00 00;Close
0xD57920;0x009C6790;00 00;Home 
0xD43D10;0x009C679C;00 00 00 00;Close 
0xD6EA9C;0x009C67AC;00 00 00 00;宝石騎士 Close            
0xD53C30;0x009C67DC;00 00;Home 
0xD5BE30;0x009C67E8;00 00;Home 
0xD484C4;0x009C67F4;00 00;Close
0xD73800,0xD73C10;0x009C6800;00 00;Home 
0xD4B278;0x009C680C;00 00;Home 
0xD657C0;0x009C6818;00 00 00 00;Home  
0xD54A34;0x009C6828;00 00;Home 
0xD73EE8,0xD9622C;0x009C6834;00 00 00 00;Home  
0xD54998;0x009C6844;00 00 00 00;Close 
0xD4700C,0xD4A4A8,0xD6EB6C;0x009C6854;00 00;Close
0xD72550;0x009C6860;00 00;Home 
0xD73CAC;0x009C686C;00 00;Home 
0xD4B8C4;0x009C6878;00 00;Home 
0xD45AB8;0x009C6884;00 00;探索者 Sacredが              
0x8D71FC,0x8D74EC,0xD4B2AC,0xDA01CC,0xDA0224,0xDA023C,0xDA028C;0x009C68B8;00 00;Close
0xD7140C;0x009C68C4;00 00;Home 
0xD49EC4;0x009C68D0;00 00;Home 
0xD54AD0;0x009C68DC;00 00;Home 
0xD70BB8;0x009C68E8;00 00 00 00;    
0xD68B24;0x009C68F4;00 00 00 00;Battle Sister Close
0xD439D0,0xD69A60;0x009C6910;00 00 00 00;Battle Sister めーぷる
0xD698F4;0x009C692C;00 00;Battle Sister Close
0xD5BB24;0x009C6948;00 00;Nightmare Doll Home
0xD68940;0x009C6964;00 00;@42†EB05GOD'S WAR MAIDEN†@40†Next? Not enough to shoot!†@41†一夜人見                           
0xD50D9C;0x009C6A1C;00 00;@42†ＢＴ０７獣王爆進†@40† まだ､Not allowed｡One hand shot†Not cut｡†@41†一夜人見                             
0xD50D78,0xD6891C;0x009C6AD8;00 00;Battle Sister Home
0xD70670;0x009C6AF0;00 00;Battle Sister Home
0xD6CEB8;0x009C6B08;00 00 00 00;@42†EB12 GODDESS CIRCLE DANCE†@40†You､World……†Hor  of events!†@41†                                                  
0xD557F4;0x009C6BF4;00 00;@42†ＢＴ１１封竜解放†@40†My fingertips｡Home､†Fate Wheel!†@41†                                                                    
0xD6CF54;0x009C6CE8;00 00 00 00;@42†EB12 GODDESS CIRCLE DANCE†@40†You､Fate……Traveller!†@41†                                           
0xD5EB04;0x009C6DB8;00 00;@42†ＢＴ１７煉獄焔舞†@40†More､Break through the center of the enemy｡Close†Home!†@41†     
0xD56CAC;0x009C6E5C;00 00;@42†ＢＴ１１封竜解放†@40†This is your life……Stretch your hands†Grab!†@41†                                  
0xD6167C;0x009C6F24;00 00;@42†Ｇ-ＢＴ０２風華天翔†@40†I am､Don’t allow people to lighten their lives!†@41†                      
0xD54238;0x009C6FE0;00 00;@42†ＢＴ１０騎士王凱旋†@40†Home! No more!†@41†                          
0xD58D60;0x009C7060;00 00;@42†ＢＴ１３絶禍繚乱†@40†Sound? Close､More†The sound!†@41†                                                             
0xD5B258;0x009C7140;00 00 00 00;@42†ＢＴ１４光輝迅雷†@40†Full of sunlight､Hope here†A ning!†@41†                                                    
0xD5EB38;0x009C721C;00 00;@42†ＢＴ１７煉獄焔舞†@40†Home､Contact Us!†@41†                     
0xD5426C;0x009C7294;00 00 00 00;@42†ＢＴ１０騎士王凱旋†@40†This is our shield! Some people crush† !†@41†                                             
0xD57228;0x009C7370;00 00;@42†ＢＴ１２黒輪縛鎖†@40†What's going on､View†Stay!†@41†                                                 
0xD68D1C;0x009C7434;00 00;@42†EB05GOD'S WAR MAIDEN†@40†More! 昨日までの自分を!†@41†                                    
0xD5C6DC;0x009C74E0;00 00 00 00;@42†ＢＴ１５無限転生†@40†全方位､No abnormalities in the warline!†@41†                    
0xD5B634;0x009C7580;00 00 00 00;@42†ＢＴ１５無限転生†@40†Contact Us“怨獄”｡There is a plan to step†Home?†@41†                              
0xD58540;0x009C7644;00 00;@42†ＢＴ１２黒輪縛鎖†@40†Home? When stinged with sword､Close†Home?†@41†                            
0xD61030;0x009C76FC;00 00;@42†Ｇ-ＢＴ０１時空超越†@40†Cut out｡It is a sword God｡†@41†                                       
0xD68600;0x009C77B0;00 00 00 00;@42†EB05GOD'S WAR MAIDEN†@40†Believe､No limits｡†@41†                                                
0xD6F1A8;0x009C787C;00 00 00 00;@42†FC02 FIGHTERS COLLECTION†2014†@40†  power is the power of life……Myth､Close†Show｡†@41†                       
0xD47134;0x009C7960;00 00 00 00;@42†Ｇ-TD03 PURE TRUE FLOWER 女EN†@40†I see? The power of life｡†@41†                            
0xD5FB78;0x009C7A20;00 00 00 00;@42†Ｇ-ＢＴ０１時空超越†@40†The sword of the gods､Slash the earth｡†@41†                                                  
0xD696A8;0x009C7B04;00 00 00 00;@42†EB07 MYSTERIOUS PROPHET†@40†The raindrop is a long journey､Mother's Sea†Back｡†@41†                                  
0xD64944;0x009C7BF8;00 00;@42†Ｇ-ＢＴ０３覇道竜星†@40†Dance! Close｡†@41†                                    
0xD65A54;0x009C7C8C;00 00 00 00;@42†Ｇ-ＢＴ０４討神魂撃†@40† ､ ｡†@41†                          
0xD71874;0x009C7CFC;00 00;@42†ＰＲ†@40†Wave Power､Power of rotation｡Repeated whi pooling､†Power of spiral｡†@41†                              
0xD6CFF0;0x009C7DE0;00 00 00 00;@42†EB12 GODDESS CIRCLE DANCE†@40†Weave……Space､Home†未来｡†@41†    
0xD63BA8;0x009C7E64;00 00 00 00;@42†Ｇ-ＢＴ０３覇道竜星†@40†Blooded Blood Pressure｡I know my heart｡†@41†                               
0xD538E0;0x009C7F24;00 00 00 00;@42†ＢＴ０９竜騎激突†@40†You are a new man｡Red Wing Angel Counter†Comment｡†@41†                               
0xD47064;0x009C7FF4;00 00;@42†Ｇ-TD03 PURE TRUE FLOWER 女EN†@40†Happy future｡Warm､Sweet Spring Tent｡†@41†                                  
0xD59DA0;0x009C80D4;00 00 00 00;@42†ＢＴ１４光輝迅雷†@40†Yatakarasu is the sun's body､The Spirit† ｡†@41†                            
0xD6C9D8;0x009C8190;00 00;@42†EB12 GODDESS CIRCLE DANCE†@40†Timeless and endless｡The Goddess†Know｡†@41†                                  
0xD6C79C;0x009C8270;00 00 00 00;@42†EB12 GODDESS CIRCLE DANCE†@40†Space is wide and unsided｡God､ その†Learn All｡†@41†                               
0xD50EA0;0x009C8358;00 00 00 00;@42†ＢＴ０７獣王爆進†@40†The Holy Ghost､End of strict training†Close｡†@41†                                              
0xD445F0;0x009C843C;00 00;@42†TD07†@40†大丈夫｡3 colors left｡†@41†                                                 
0xD65130;0x009C84E8;00 00;@42†Ｇ-ＢＴ０４討神魂撃†@40†Let's show､ ｡†@41†                            
0xD6D024;0x009C856C;00 00 00 00;@42†EB12 GODDESS CIRCLE DANCE†@40†Spin……When passing､運命†Thread｡†@41† 
0xD68CE8;0x009C85F0;00 00 00 00;@42†EB05GOD'S WAR MAIDEN†@40†One Future to Choose!  ed､†八咫鏡!†@43†春乃壱†@41†                                                 
0xD685CC;0x009C86E8;00 00 00 00;@42†EB05GOD'S WAR MAIDEN†@40†Feel time flow｡You are､未来†Make｡†@43†春乃壱†@41†                                                   
0xD70BEC;0x009C87E4;00 00 00 00;Home
0xD60618;0x009C87EC;00 00;Battle Sister Home
0xD6EAD0;0x009C8808;00 00;HOME
0xD4D7C8;0x009C8810;00 00 00 00;@42†ＢＴ０５双剣覚醒†@40†Who has a blade､Close､ ｡†@41†高田明美                                                        
0xD689A8;0x009C88E8;00 00 00 00;@42†EB05GOD'S WAR MAIDEN†@40†Warrior､Volatile Naginata with the power of eruption†Home｡†@41†高田明美                    
0xD4DE7C;0x009C89D4;00 00 00 00;@42†ＢＴ０５双剣覚醒†@40†like a river flowing in heaven､Her blades†Close｡†@41†高田明美                                        
0xD5DF08;0x009C8ABC;00 00 00 00;@42†ＢＴ１６竜剣双闘†@40†We are here､Flower opening!†@41†垣野内成美                            
0xD5EDDC;0x009C8B64;00 00;@42†ＢＴ１７煉獄焔舞†@40†Gloria! Gloria! 嗚呼､今†Time!†@41†垣野内成美                                              
0xD5AAA0;0x009C8C2C;00 00 00 00;@42†ＢＴ１４光輝迅雷†@40† ､I'm not sour? Food†Close?†@41†垣野内成美                    
0xD607DC;0x009C8CC4;00 00 00 00;@42†Ｇ-ＢＴ０１時空超越†@40†This is your future｡†@41†垣野内成美                       
0xD57978;0x009C8D58;00 00;@42†ＢＴ１２黒輪縛鎖†@40†My rain hurts people｡That's it､†To protect people｡†@41†垣野内成美                                      
0xD4ECB4;0x009C8E40;00 00 00 00;@42†ＢＴ０６極限突破†@40†As long as there is a fall､Angel† ｡†@41†東城和美                               
0xD4ABE8;0x009C8EFC;00 00 00 00;@42†ＢＴ０３魔侯襲来†@40†This is true magic! Inferno･†リ!†@41†前田真宏                         
0xD4BBF4;0x009C8FA4;00 00 00 00;@42†ＢＴ０３魔侯襲来†@40†My Magic! Inferno･†リ!†@41†前田真宏                                         
0xD584A4;0x009C9058;00 00 00 00;@42†ＢＴ１２黒輪縛鎖†@40†The back side of the dark is light? It is､Who decides†Home?†@41†前田真宏             
0xD4B43C;0x009C9120;00 00 00 00;@42†ＢＴ０３魔侯襲来†@40†It is a devil's whisper｡Hidden in sweet words†Magic Trap｡†@41†前田真宏                           
0xD4B02C;0x009C9200;00 00;@42†ＢＴ０３魔侯襲来†@40† これ､力｡ ､だ……Still feet†None｡†@41†前田真宏                      
0xD58574;0x009C9298;00 00;@42†ＢＴ１２黒輪縛鎖†@40†Don’t need統digree to the Baron of the Magic｡Contact Us†Only power｡†@41†前田真宏                 
0xD56FEC;0x009C9374;00 00 00 00;@42†ＢＴ１２黒輪縛鎖†@40†Contact Us……Home､Body､そう､世†Home｡†@41†前田真宏                                                
0xD5D548;0x009C944C;00 00;@42†ＢＴ１６竜剣双闘†@40†閃!†@41†種田和宏                     
0xD6C560;0x009C94B0;00 00 00 00;@42†EB11EVENING DARK SOUL SONG†@40†撃er､ 今!†@41†種田和宏                                 
0xD5C334;0x009C955C;00 00;@42†ＢＴ１５無限転生†@40†Spark!†@41†種田和宏           
0xD5BE88;0x009C95B4;00 00 00 00;@42†ＢＴ１５無限転生†@40†History､Read Time､Leading the Tension｡†@41†種田和宏                                      
0xD630E4;0x009C9684;00 00;@42†MBT01 NEON MESIA†@40†Welcome to Purgatory｡†@41†種田和宏
0xD5CF98;0x009C96E4;00 00 00 00;@42†ＢＴ１６竜剣双闘†@40†Any difficult period､Knights†Home｡†@41†種田和宏                                          
0xD47850;0x009C97B4;00 00 00 00;@42†MTD01 AWESOME ROOTS†@40†Theはは､Enemy and Allies｡†@41†種田和宏                                        
0xD578A8;0x009C9880;00 00 00 00;@42†ＢＴ１２黒輪縛鎖†@40†dow angel､To the earth where the people live†Close｡†@41†種田和宏                                 
0xD5C2CC;0x009C9960;00 00;@42†ＢＴ１５無限転生†@40†En d｡More｡†@41†種田和宏                                       
0xD5ED0C;0x009C99F8;00 00;@42†ＢＴ１７煉獄焔舞†@40†If you are a legal person､The magician is a true force†Get｡†@41†種田和宏                      
0xD5EDA8;0x009C9AD0;00 00;@42†ＢＴ１７煉獄焔舞†@40†English､Law､真理｡Not possible†Home｡†@41†種田和宏                                        
0xD5767C;0x009C9B98;00 00 00 00;Silver操 Operated Doll Home      
